 Gene ID,Gene Name,DesignElementAccession,wt_A_sucrose,wt_B_sucrose,wt_C_sucrose,wt_72h_MS_1,wt_72h_MS_2,wt_72h_MS_3,'sucrose; 1 percent' vs 'none' in 'wild type'.p-value,'sucrose; 1 percent' vs 'none' in 'wild type'.t-statistic,'sucrose; 1 percent' vs 'none' in 'wild type'.log2foldchange
AT1G16900,ALG9,256110_at,7.89374631,7.935790244,7.90400392,6.997302563,7.358927448,7.470239501,0.007240259,4.499847428,0.6
AT1G16910,LSH8,256105_at,3.258652827,3.603205948,3.344475918,3.929943132,3.6819607,3.790926338,0.032949493,-3.000919775,-0.4
AT1G16920,RABA1B,256112_at,9.268328666,9.294450197,9.264238009,9.578639379,9.617039973,9.522865785,NA,-2.93208989,-0.3
AT1G16940,,256108_at,4.146514674,4.009937592,4.326015648,4.404432969,4.179714705,4.488575663,NA,-1.460198211,-0.2
AT1G16950,CEP13,256109_at,3.462869698,3.573985433,3.713269478,3.392789682,3.706043756,3.570485308,NA,0.209793874,0
AT1G16970,KU70,256118_at,7.303491089,7.28245869,7.174886535,7.019767723,6.783521899,7.057153831,NA,2.514430245,0.3
AT1G16980,TPS2,256104_at,3.338825606,3.26240388,3.228344592,3.341399465,3.369648106,3.425693631,NA,-0.990429692,-0.1
AT1G17000,ATTPS3,262535_at,2.964380423,2.820523203,2.800316054,2.898226367,2.967823265,3.026755662,NA,-0.941836299,-0.1
AT1G17010,,262527_at,3.204090233,2.906527089,3.134304622,3.138591917,3.021074031,3.255562909,NA,-0.447667023,-0.1
AT1G17020,SRG1,262482_at,6.550158943,6.703490258,6.389784215,4.892218921,4.724051487,4.743205171,0.000121131,14.24808791,1.8
AT1G17040,SHA,262534_at,5.995222494,6.045900414,5.771994864,6.22616665,6.162755262,6.306409597,NA,-2.468679,-0.3
AT1G17050,SPS2,262526_at,8.379085035,8.596524344,7.926275299,8.035363924,7.622694082,6.635272534,0.054653875,2.577286963,0.9
AT1G17060,CYP72C1,262525_at,7.077289456,6.649901404,6.839248284,7.869479285,7.648262902,7.710621948,0.001827487,-6.353000385,-0.9
AT1G17070,STIPL1,262524_at,7.082893612,7.180707398,7.100270288,7.058312436,7.029403535,7.188016336,NA,0.274247954,0
AT1G17080,,262481_at,9.263760002,9.489759249,9.048267821,9.1769724,9.579135255,9.304690439,NA,-0.548624764,-0.1
AT1G17090,,262533_at,7.615880062,8.153832555,7.721400074,4.827714736,5.69048832,6.535637953,0.00287765,5.681015823,2.1
AT1G17100,,262536_at,10.35868166,10.64282774,10.18645934,7.459985551,8.750225616,9.441871615,0.008714505,4.297828977,1.8
AT1G17110,UBP15,262523_at,7.236698612,7.140398629,7.249806504,7.741635999,7.56007375,7.567129495,0.014733489,-3.751222728,-0.4
AT1G17120,CAT8,262522_at,7.74814037,7.567138703,7.69149639,8.373826577,8.485378164,8.383521208,0.001352734,-6.834818149,-0.7
AT1G17130,,262521_at,7.062221218,7.169028418,7.024459745,7.012422968,6.75229917,7.062504786,NA,1.153705544,0.1
AT1G17140,ICR1,262538_at,6.642747988,6.89540075,6.657587355,6.438689844,6.499364587,6.155420007,0.047700797,2.688521463,0.4
AT1G17145,DA2L,262512_at,6.563125375,6.270896374,6.645770959,7.49232105,6.987609598,7.226724362,0.006952865,-4.546059045,-0.7
AT1G17150,,262520_at,3.789488836,3.645273379,3.677043596,4.35585149,4.067982162,3.914343756,0.03438424,-2.963157349,-0.4
AT1G17160,,262519_at,8.209554351,8.165745896,8.200101063,8.436148196,8.281732586,8.301876107,NA,-1.405712506,-0.1
AT1G17170,GSTU24,262518_at,8.130260436,7.928054067,8.036380713,6.596676514,6.860025093,6.883804924,0.000362566,9.987467407,1.3
AT1G17180,GSTU25,262517_at,8.575004218,8.084767807,8.549808107,8.145424502,8.245109974,8.224717359,0.271802316,1.311977319,0.2
AT1G17190,GSTU26,262516_at,7.651154559,7.70630141,8.038325121,8.06651349,8.518683419,8.378394027,0.024766331,-3.25202954,-0.5
AT1G17200,,262539_at,9.993101164,9.990140248,10.17165668,9.979250132,10.22528122,10.24821278,NA,-0.803320577,-0.1
AT1G17210,ATILP1,262532_at,8.291514014,8.161417594,8.133218073,8.557902817,8.132706088,8.562013711,0.206125929,-1.533050866,-0.2
AT1G17220,FUG1,262483_at,11.58290445,11.64931147,11.5079492,11.20334766,11.0850201,11.27557055,0.018064847,3.550142958,0.4
AT1G17230,,262531_at,5.758622809,5.608780574,5.609294562,6.280092273,5.850316426,5.969371961,0.046774247,-2.705207359,-0.4
AT1G17240,AtRLP2,262530_at,4.083217426,4.071175361,4.012279764,3.973465583,3.934966611,4.725371349,0.520109246,-0.754098059,-0.2
AT1G17250,AtRLP3,262529_at,4.416405953,4.618175864,4.087179544,4.404861998,5.031631326,4.748640759,0.142150531,-1.823765689,-0.4
AT1G17260,AHA10,262528_at,3.570694864,3.295984303,3.568179952,3.594687695,3.761976975,3.718993736,NA,-1.733559705,-0.2
AT1G17300,,260846_at,3.961143254,3.886851044,3.61954877,5.008951127,4.382578498,4.567649812,0.006442737,-4.634458522,-0.8
AT1G17310,,260845_at,4.291862554,4.055507998,4.150910456,4.244245264,4.49284082,4.402246239,NA,-1.758192477,-0.2
AT1G17330,,261029_at,5.690088707,5.383250451,5.144896335,5.862594752,5.403626146,5.751530244,0.214299311,-1.501715531,-0.3
AT1G17340,SAC5,261060_at,6.64228807,6.31090126,6.534212312,7.535210459,7.330682055,6.91883743,0.008130496,-4.371282431,-0.8
AT1G17350,,261087_at,7.181221973,7.169283537,7.058528516,7.838080304,7.104756734,7.18278689,0.297962976,-1.238643661,-0.2
AT1G17360,,261031_at,8.074741514,8.267626899,7.80487802,7.649497852,7.121730519,6.425746382,0.019685661,3.467368089,1
AT1G17370,UBP1B,261040_at,8.570693084,8.563906012,8.349548857,8.520907627,8.745586421,8.593943712,NA,-1.037901913,-0.1
AT1G17380,TIFY11A,261033_at,4.117411995,4.124528273,4.021825564,4.036347854,4.447679067,4.13846403,NA,-0.893348848,-0.1
AT1G17410,,261030_at,5.258962018,5.339353785,5.293369008,6.221011009,5.826788786,5.731005555,0.008521203,-4.32244155,-0.6
AT1G17420,LOX3,261037_at,5.001894774,5.795908462,5.124060233,4.519077611,4.298731573,5.025439361,0.043168852,2.770166915,0.7
AT1G17430,,261032_at,5.932109975,5.99974819,6.151435231,7.30086089,7.105723962,7.10774955,0.000398227,-9.670651706,-1.1
AT1G17440,TAF12B,261041_at,7.336030679,7.174040958,7.185462172,7.783644805,7.442801292,7.447089266,0.062861708,-2.466710821,-0.3
AT1G17455,EFL4,261039_at,6.237643485,5.920153474,6.372050909,6.493891932,7.192643915,7.166228887,0.015875233,-3.675542074,-0.8
AT1G17460,TRFL3,261086_at,6.333910362,6.35738164,6.127766025,5.516189615,5.908539739,6.35978978,0.169068822,1.689243763,0.3
AT1G17470,DRG1,261036_at,9.013853071,9.190727345,9.040766353,9.016262943,8.498274694,8.915168133,0.153263614,1.766006119,0.3
AT1G17480,IQD7,261085_at,5.574014456,5.575311344,5.455417849,5.255500311,5.082330975,5.523515917,NA,1.810469989,0.2
AT1G17490,,261038_at,7.004250875,7.243156698,6.923485042,7.193315718,8.134345795,7.622105888,0.051123449,-2.631964872,-0.6
AT1G17500,ALA4,260731_at,7.43115517,7.085251033,7.429298171,7.43794425,7.203356723,7.586325126,NA,-0.626913268,-0.1
AT1G17510,,260682_at,7.631081853,7.87313583,7.646964945,7.479304295,7.844589212,8.131846856,0.620221314,-0.582352249,-0.1
AT1G17520,,260732_at,6.178439614,5.942518167,5.913874451,7.095078064,6.61175704,6.771856134,0.003689966,-5.342885255,-0.8
AT1G17530,TIM23-1,260687_at,7.168885905,7.239524779,6.904865161,7.646463023,7.635916834,7.663316243,0.007605299,-4.444300259,-0.5
AT1G17540,,260737_at,3.941359768,3.787133643,3.940462392,3.947959716,3.928297607,3.96306575,NA,-0.536550038,-0.1
AT1G17545,,260710_at,3.406038484,3.476739943,3.427134765,3.493842468,3.727714429,3.507096726,NA,-1.228725547,-0.1
AT1G17550,HAB2,260712_at,7.145552911,7.171021618,7.198289526,7.005513974,6.463370429,6.907316944,0.062742737,2.468257641,0.4
AT1G17560,HLL,260683_at,7.253861306,7.479601839,7.217134352,6.169900879,6.615631703,6.385124318,0.001830099,6.347522298,0.9
AT1G17580,XI-1,260711_at,7.670788522,7.506468032,7.356488378,8.097167974,7.909859828,7.787298593,0.028029798,-3.140635991,-0.4
AT1G17590,NFYA8,260684_at,4.354397637,4.491707442,4.316412568,3.773952694,4.340833651,3.953078122,0.076749329,2.307190028,0.4
AT1G17600,,260734_at,3.775458591,3.740961122,3.820749058,3.551781477,3.53977622,3.433792019,NA,2.602200222,0.3
AT1G17610,CHS1,260735_at,4.414303469,4.408195972,4.017314623,3.921797663,4.358679988,4.713094226,0.836459706,-0.244118995,-0.1
AT1G17615,,260713_at,3.008871584,2.913207646,2.862938398,3.014491197,2.767414735,2.884852766,NA,0.342274351,0
AT1G17620,,260686_at,7.647845525,7.691788385,7.730900547,7.754763463,7.793103173,7.646304417,NA,-0.391279361,0
AT1G17630,PCMP-E72,260736_at,4.980507618,4.816656018,4.762234744,3.987082766,4.288660258,4.634618257,0.025742627,3.217962417,0.5
AT1G17640,,260733_at,5.16007315,4.875817824,5.044085944,5.894468122,5.313573392,5.724337168,0.015460387,-3.701954131,-0.6
AT1G17650,GLYR2,260685_at,8.979123566,8.745398357,8.951774843,8.543056689,8.456368863,8.487767947,0.01911457,3.496355191,0.4
AT1G17665,,260688_at,6.107177897,6.308800732,6.41993705,4.091722475,6.366027504,6.976063155,0.524671468,0.745932105,0.5
AT1G17680,,259397_at,6.539550349,6.546596348,6.516892529,7.009876966,6.766353278,6.870610706,0.028346862,-3.131316885,-0.3
AT1G17690,NOF1,259406_at,7.849880944,8.026781743,7.897896741,7.301873368,7.489167845,7.718660238,0.029031243,3.110596301,0.4
AT1G17700,PRA1F1,259398_at,6.960978683,6.796193348,6.96207946,6.732728111,6.924370893,6.662338957,NA,1.111860672,0.1
AT1G17710,,259399_at,3.761073656,4.377404801,3.66185315,3.524775321,3.782854712,3.69708618,0.252288306,1.372898972,0.3
AT1G17720,PP2AB2,259404_at,8.439302688,8.383351999,8.372421505,8.427013677,8.105733202,8.231893061,NA,1.197115747,0.1
AT1G17730,CHMP1A,259402_at,8.456675044,8.5152689,8.170959927,9.35049734,9.020811656,8.725938748,0.015875233,-3.675417093,-0.7
AT1G17744,,259405_at,3.695193054,3.642936387,4.009996551,3.79527909,3.907271492,3.625009493,NA,0.048927987,0
AT1G17745,PGDH,259403_at,9.271028929,9.2636063,9.31824848,7.797023007,8.311557143,8.297112922,0.000993981,7.406458109,1.1
AT1G17750,PEPR2,259400_at,4.019662543,4.186490891,3.96280296,3.729156728,4.238668057,4.337769154,0.822328665,-0.264963259,0
AT1G17760,CSTF77,259401_at,7.14991135,7.187509978,7.166378181,6.958627297,7.031110252,6.77614482,NA,2.178606463,0.2
AT1G17790,GTE5,255906_at,6.180829173,6.07929677,6.244835543,7.040735298,6.841222548,6.925914868,0.0013573,-6.826319694,-0.8
AT1G17800,ENODL22,255896_at,3.740987201,3.589494755,3.508486767,3.904122898,3.517703115,3.662243764,NA,-0.602486818,-0.1
AT1G17810,TIP3-2,255905_at,4.267821569,4.35918746,4.873625168,4.89665798,4.74486181,4.396992048,0.433832943,-0.918674694,-0.2
AT1G17830,,255900_at,4.768767608,5.98824261,5.324959859,4.370531271,4.871991913,4.742765443,0.065069543,2.440072828,0.7
AT1G17840,ABCG11,255889_at,9.410218123,9.61222722,9.677269441,9.236765424,9.222527179,8.736211787,0.02974082,3.089191997,0.5
AT1G17850,STR8,255890_at,7.336116963,7.488025654,7.615034116,6.805986019,6.733206417,7.406573287,0.050322675,2.64458377,0.5
AT1G17860,KTI2,255904_at,10.37548698,10.33509361,10.38839987,10.77655889,10.96949217,11.08745992,0.005271566,-4.882347948,-0.6
AT1G17880,BTF3,255902_at,10.8154848,11.01461437,11.00665729,10.91187494,10.7965377,10.73067475,NA,1.148464939,0.1
AT1G17890,GER2,255901_at,8.918534608,8.794718542,8.940577998,8.388821797,8.532401617,8.680144283,0.035826455,2.92855218,0.4
AT1G17910,WAKL13,255892_at,3.209628363,3.408110694,3.262816356,3.206744742,3.557031491,3.131799465,NA,-0.035374547,0
AT1G17920,HDG12,255907_at,4.906036009,4.631540048,5.166994568,4.347459708,4.585191659,4.612758111,0.065136708,2.439162686,0.4
AT1G17930,MAIN,255898_at,6.670655842,6.62407676,6.532379846,7.302892047,6.878334178,7.210754908,0.013997349,-3.79992737,-0.5
AT1G17950,MYB52,255903_at,3.99071598,4.123334313,3.953084573,3.654682153,3.556060874,3.61892292,0.013498948,3.833193805,0.4
AT1G17960,,255893_at,4.910935032,4.645257439,4.856314969,5.371759572,5.042174748,4.801635074,0.17899648,-1.644118223,-0.3
AT1G17970,,255899_at,6.614320472,5.960802758,6.438335789,6.905127834,7.47704773,7.198479252,0.009701749,-4.175663876,-0.9
AT1G17980,PAPS1,255894_at,7.646553576,7.504355087,7.249806504,7.862108921,7.494707046,7.64556231,0.259463242,-1.350020933,-0.2
AT1G18030,,255910_at,6.277733839,6.148046791,6.107173123,7.309145883,6.386381642,6.563515857,0.05579316,-2.561569169,-0.6
AT1G18040,CDKD-3,255909_at,6.748343873,6.753277145,6.668129347,6.689156416,6.47117747,6.904186556,NA,0.262061027,0
AT1G18050,,256126_at,4.343301546,4.363029308,4.324237614,4.511380123,4.912819761,4.295848864,0.236265294,-1.425693188,-0.2
AT1G18060,,256076_at,10.1143093,10.1106335,10.09953652,10.62841722,10.72767426,10.5023833,0.00621581,-4.675691345,-0.5
AT1G18070,,256119_at,9.685558829,9.787599577,9.728026616,8.77736526,8.949257546,8.764921545,0.000686152,8.234717061,0.9
AT1G18080,RACK1A,256072_at,12.35137153,12.46306518,12.31092896,11.94697578,11.66520448,11.86799902,0.006759293,4.579538353,0.5
AT1G18090,,256077_at,6.866390418,7.020498521,6.931170303,5.334631953,5.793645158,6.256477474,0.00364961,5.356309803,1.1
AT1G18100,MFT,256073_at,3.720180469,3.868791524,3.91919952,3.806278828,4.087879491,3.769201093,NA,-0.401602017,-0.1
AT1G18130,,256120_at,3.709739642,3.601882907,3.544649353,3.958875261,3.834126883,3.541308787,NA,-1.17026839,-0.2
AT1G18140,LAC1,256128_at,4.558378258,4.55037253,4.457509579,4.05185494,3.882589321,4.096987121,0.006747317,4.581600808,0.5
AT1G18150,MPK8,256075_at,7.976314539,7.676490897,8.296650476,8.017045082,8.058948028,7.841407472,0.957505215,0.064081571,0
AT1G18160,,256121_at,7.640615076,7.44147598,7.769099454,8.571778609,8.01300424,8.410849888,0.008863733,-4.280900345,-0.7
AT1G18170,FKBP17-2,256130_at,8.797321688,8.799456266,8.628367806,8.455164719,8.483084929,8.584933412,NA,2.118044116,0.2
AT1G18180,,256122_at,6.24060862,6.20287612,6.21316083,6.19565199,5.920408146,5.673751319,0.114597937,1.989576073,0.3
AT1G18190,GC2,256123_at,6.269190306,6.48612876,5.910507964,7.23344165,6.43620918,6.977956584,0.035809185,-2.929169116,-0.7
AT1G18197,,256127_at,4.350174935,4.272726517,4.399400936,4.545113998,4.447679067,4.736919909,NA,-1.987403389,-0.2
AT1G18210,CML27,256129_at,9.837953566,9.692394236,9.643921275,9.413133656,9.626977589,10.15750244,0.97239364,-0.041243716,0
AT1G18220,ATPUP9,256124_at,3.0064129,2.906627211,2.773517703,3.07151977,2.922952254,2.933277468,NA,-0.699094569,-0.1
AT1G18250,ATLP-1,256125_at,8.768931554,8.87586341,8.713152876,7.04896801,7.734904528,7.948222631,0.003130858,5.565788091,1.2
AT1G18260,HRD3A,256074_at,8.491800653,8.454516531,8.570417756,9.074560104,8.814241021,8.886603306,0.016739812,-3.62539014,-0.4
AT1G18270,,261674_at,7.291740035,7.083289269,7.590776495,9.5829262,8.45078215,8.551115646,0.003872368,-5.285044305,-1.5
AT1G18280,,261673_at,4.15560624,4.063371584,4.301009922,5.779187844,5.301143938,4.834997433,0.00436702,-5.12693168,-1.1
AT1G18290,,261675_at,4.033733242,3.915234216,3.858381543,3.785193887,4.27750126,4.297284524,0.325706031,-1.165921994,-0.2
AT1G18310,,261665_at,3.533044673,3.384827607,3.321035145,3.42370622,3.589884536,3.234819054,NA,-0.024314394,0
AT1G18340,TFB4,261671_at,7.696291554,7.707199634,7.746358956,7.784580747,7.557791116,7.384811355,NA,1.094818212,0.1
AT1G18350,MKK7,261662_at,3.565122063,3.3601681,3.545904777,3.711279146,3.774088705,3.943175734,0.048979046,-2.66698145,-0.3
AT1G18360,,261661_at,7.483336969,7.464357419,7.739486257,7.830976651,8.271736596,7.709954915,0.083544407,-2.239914296,-0.4
AT1G18370,KIN7A,261660_at,6.872892392,7.308212316,6.769355683,6.025302399,6.788747931,6.922392808,0.182049532,1.629969829,0.4
AT1G18390,,261718_at,6.459817493,6.498768202,6.496364468,7.484674871,7.462402719,7.403402681,0.000410763,-9.543558871,-1
AT1G18400,BEE1,261717_at,5.53499912,5.432641108,5.207555765,6.528728782,5.915709691,5.381261607,0.099127607,-2.102457861,-0.6
AT1G18410,,261716_at,3.636263269,3.487935762,3.374821188,3.213325921,3.547439433,3.394470673,NA,0.872227716,0.1
AT1G18440,,261666_at,7.936272413,7.972316819,7.943327051,7.82519883,7.90649395,7.755087394,NA,1.167853991,0.1
AT1G18450,ARP4,261672_at,8.562681148,8.409736419,8.506744151,9.41985868,8.9469912,9.215004536,0.005001059,-4.949199777,-0.7
AT1G18460,,261667_at,8.930134687,8.362981158,8.532237188,10.08557498,9.104992078,9.036915153,0.040263478,-2.828038042,-0.8
AT1G18470,,261677_at,8.07244396,7.967559613,8.162457824,8.453680733,8.569586833,8.554968243,0.009712821,-4.173706561,-0.5
AT1G18480,SLP2,261676_at,8.005332704,7.972897645,8.01839579,7.043932614,7.66235812,7.340977579,0.010819709,4.059208957,0.6
AT1G18485,PCMP-H8,261715_at,6.830461931,6.837551321,6.950446995,6.07332989,6.108382968,6.847550888,0.054027627,2.587118246,0.5
AT1G18490,PCO3,261669_at,7.022378352,7.095785324,6.941104914,7.140190873,7.253797661,7.115059592,NA,-1.383872048,-0.1
AT1G18500,IPMS1,261668_at,8.815053296,9.019018502,8.933842848,9.044470747,8.728835387,9.054960857,NA,-0.153356664,0
AT1G18510,TET16,261714_at,3.468827524,3.369163998,3.418989063,3.420252799,3.466394317,3.745828364,NA,-1.01015547,-0.1
AT1G18520,TET11,261670_at,3.864301256,3.734689459,4.050081096,3.995267633,4.358629562,3.846201235,0.330821081,-1.153361641,-0.2
AT1G18530,CML15,255772_at,3.092517446,3.000058253,3.1778584,3.449917105,3.364409961,3.035438059,NA,-1.400867059,-0.2
AT1G18540,RPL6A,255776_at,11.89908909,11.96014159,11.97875902,11.2720054,11.24565271,11.5731317,0.006261153,4.667534842,0.6
AT1G18560,,255770_at,5.968815605,5.933222079,5.885484702,6.085213909,5.78681214,6.42128904,0.380685955,-1.0326471,-0.2
AT1G18570,MYB51,255753_at,6.404379437,5.755906862,6.186819023,7.277611098,6.90911003,7.874096647,0.005647191,-4.798217688,-1.2
AT1G18580,GAUT11,255780_at,7.511408182,7.41726107,7.14105576,6.847421985,6.881084519,7.089528773,0.031225528,3.047022591,0.4
AT1G18590,SOT17,255773_at,7.662661921,8.595059324,7.522040405,4.029295343,4.711697959,5.009499968,0.000342062,10.22215864,3.3
AT1G18600,RBL12,255775_at,8.112095358,7.939458506,8.207700961,7.612316055,8.006673598,7.911944411,0.161667758,1.723889689,0.2
AT1G18610,,255769_at,4.802534899,4.749826426,4.844211451,4.777858848,4.431629674,4.752951962,NA,1.132162661,0.1
AT1G18620,,255774_at,8.665262777,8.307504256,8.347095971,9.26545226,9.217367489,8.790860496,0.012196809,-3.9384689,-0.7
AT1G18630,RBG6,255777_at,7.094404395,7.176507944,7.015651216,6.946414371,7.237583332,7.336489567,NA,-0.586783548,-0.1
AT1G18640,PSP,255778_at,8.405168481,8.388503286,8.466834603,9.038913152,8.855966712,9.014670433,0.004569183,-5.069299248,-0.5
AT1G18650,PDCB3,255779_at,8.713572625,8.696746816,8.584482846,9.064321986,8.964756781,8.65270726,NA,-1.696286404,-0.2
AT1G18660,,261376_at,8.802695825,8.739121297,8.642632218,8.154359493,8.108423411,8.63418443,0.045642074,2.724163302,0.4
AT1G18670,IBS1,261427_at,6.898503354,6.927665039,6.801622161,7.232538818,7.259635936,7.499648113,0.013589896,-3.826929444,-0.5
AT1G18680,,261426_at,6.702839243,6.743306669,6.203916792,8.056347241,7.323307751,7.618424191,0.004288476,-5.151207274,-1.1
AT1G18690,XXT4,261404_at,5.055657629,4.806693583,4.922221766,5.7873506,5.382688519,5.38833308,0.010825265,-4.05848359,-0.6
AT1G18700,,261424_at,7.558378986,7.543518798,7.42835218,8.493593765,7.982716491,8.078904159,0.00742019,-4.473485999,-0.7
AT1G18710,AtMYB47,261431_at,4.116234589,4.369346069,4.436956956,3.183396714,4.024401163,3.525137618,0.019339218,3.485276381,0.7
AT1G18720,,261379_at,9.955487886,10.07011133,9.994887828,9.422008185,10.04953476,10.21032406,0.626095141,0.572687439,0.1
AT1G18730,PNSB4,261422_at,10.32329084,10.65785896,10.32993848,10.47723413,10.84578657,10.59475252,0.251936265,-1.374002072,-0.2
AT1G18740,,261405_at,7.960767124,7.908973362,7.955386318,8.915719804,8.575812406,9.099002631,0.001909151,-6.280647197,-0.9
AT1G18750,AGL65,261423_at,5.292065823,5.677511195,5.457712137,5.64677961,5.556171161,5.716732117,NA,-1.257041497,-0.2
AT1G18800,NRP2,261406_at,7.673999463,8.119795865,7.794349121,7.488829057,7.525621217,8.011822271,0.37825027,1.038307832,0.2
AT1G18810,PKS3,261407_at,6.882010562,7.264659306,6.747943749,7.41327618,7.105415138,6.371697085,0.996490214,0.005379054,0
AT1G18830,SEC31A,261430_at,3.742202759,3.561238126,3.741061947,3.494449798,3.820667269,3.72719366,NA,0.005729949,0
AT1G18840,IQD30,261421_at,7.553341288,7.606993063,7.35838196,7.563291729,7.740317551,7.790810993,NA,-1.566642003,-0.2
AT1G18850,,261377_at,8.004832507,8.298158437,8.136676815,7.261423425,7.316739091,7.683293209,0.005218747,4.894057257,0.7
AT1G18860,WRKY61,261429_at,4.328008163,4.263395273,4.307982997,4.860281226,5.150177917,4.685747354,0.00837,-4.338649365,-0.6
AT1G18870,ICS2,261428_at,6.098152424,6.067336197,6.328428058,5.75258001,6.588937795,6.727975858,0.499940624,-0.791172257,-0.2
AT1G18880,NPF2.9,261425_at,8.962905859,8.881046695,8.681986259,7.775037544,8.065652244,8.482826638,0.011739979,3.980272575,0.7
AT1G18890,CPK10,261378_at,7.370663122,7.148093296,7.435569366,7.948301856,7.23655413,7.358087505,0.388651588,-1.015438089,-0.2
AT1G18900,,259461_at,6.727810833,6.903501051,6.556524139,6.227596513,6.051394633,6.067336197,0.005634735,4.800750866,0.6
AT1G18910,,259472_at,5.992459847,6.198072539,5.910634351,5.895691433,5.679991569,6.442723551,0.90628046,0.140081074,0
AT1G18940,,259462_at,5.611411734,5.536347921,5.670970855,5.541330279,5.62481781,5.980924144,NA,-0.783028021,-0.1
