 Gene ID,Gene Name,DesignElementAccession,wt_A_sucrose,wt_B_sucrose,wt_C_sucrose,wt_72h_MS_1,wt_72h_MS_2,wt_72h_MS_3,'sucrose; 1 percent' vs 'none' in 'wild type'.p-value,'sucrose; 1 percent' vs 'none' in 'wild type'.t-statistic,'sucrose; 1 percent' vs 'none' in 'wild type'.log2foldchange
AT5G05310,,250797_at,6.607266814,6.367887744,6.791963003,6.966972933,6.587147792,6.746614518,0.325248543,-1.167079331,-0.2
AT5G05320,MO3,250776_at,6.710780499,6.634492792,6.525964464,7.127259551,7.293719217,7.645944875,0.00540607,-4.850768874,-0.7
AT5G05340,PER52,250798_at,3.836376978,3.914311969,4.075091435,4.203064084,3.9628219,4.208376601,NA,-1.467922549,-0.2
AT5G05350,,250799_at,5.132653205,4.957975967,4.829858908,5.067479779,5.117946572,4.741646509,NA,-0.015336913,0
AT5G05370,,250800_at,8.946983803,9.259536674,9.199555214,8.297706288,9.618609619,8.660013759,0.433897198,0.918415066,0.3
AT5G05390,LAC12,250770_at,4.738016291,4.615693002,4.995745671,4.137133914,4.173863528,4.436999128,0.014946129,3.736487641,0.5
AT5G05400,,250771_at,5.761357712,5.557320398,5.528382407,5.536987067,5.37484006,4.938688486,0.11622172,1.978444786,0.3
AT5G05410,DREB2A,250781_at,7.401069781,7.358389591,7.434185183,8.232178604,8.596275854,9.270556015,0.003232161,-5.521966876,-1.3
AT5G05420,FKBP15-3,250772_at,4.562077291,4.00129014,4.121964423,4.45677077,4.206316996,4.075612409,0.931573399,-0.102227121,0
AT5G05430,,250773_at,4.510195523,4.37514683,4.328371469,4.317547822,4.151181819,4.648457248,NA,0.217819759,0
AT5G05440,PYL5,250777_at,9.203617779,8.279675757,8.893909129,9.953241094,9.903274085,9.743223326,0.005199764,-4.899530511,-1.1
AT5G05450,RH18,250774_at,6.757190138,6.651729299,6.745236846,7.109651981,6.539206788,6.714551079,NA,-0.446573971,-0.1
AT5G05460,ENGASE1,250775_at,6.337341737,6.234611844,6.309009811,6.999205392,6.761075975,6.508012031,0.024748659,-3.25309032,-0.5
AT5G05470,EIF2A,250779_at,7.114540357,7.341507398,7.150560494,6.390710265,6.690670228,6.002227956,0.006043339,4.71464876,0.8
AT5G05480,,250784_at,7.541916622,7.603218755,7.461877588,8.325654505,7.456001407,7.769587233,0.207538967,-1.527345553,-0.3
AT5G05490,SYN1,250782_at,3.654349342,3.706934666,3.636744615,3.644942436,3.915970283,3.561749792,NA,-0.33155432,0
AT5G05500,,250778_at,8.069581154,7.969574519,8.126124142,6.689393493,7.845661512,7.515289415,0.047950244,2.683678706,0.7
AT5G05510,,250785_at,5.375083674,5.719371834,5.278237722,5.503542049,5.305867121,5.761405089,0.734595082,-0.400299273,-0.1
AT5G05520,,250792_at,8.558022477,8.502504862,8.455007296,8.168772702,8.162101668,8.340954294,NA,2.569362597,0.3
AT5G05540,SDN2,250786_at,6.401120425,6.535638418,6.472978581,6.828958577,6.315654474,6.57302477,NA,-0.701655082,-0.1
AT5G05550,,250766_at,6.162414032,5.928137104,6.157063111,7.413298494,6.628433293,7.149981755,0.004910217,-4.97349903,-1
AT5G05560,EMB2771,250787_at,6.509482396,6.834098162,6.687407768,5.700394206,6.07089109,6.41993527,0.024606295,3.259226951,0.6
AT5G05570,,250788_at,6.367351598,6.540639531,6.684149072,6.830906175,6.716181952,6.347658517,NA,-0.645361502,-0.1
AT5G05600,,250793_at,7.297484381,6.825674143,7.735258166,7.747598422,7.874029157,7.581479444,0.104554159,-2.061116738,-0.4
AT5G05610,AL1,250791_at,7.85880558,7.863378161,8.09918912,8.129884786,7.841204907,8.338920923,0.364750399,-1.069548726,-0.2
AT5G05630,RMV1,250789_at,5.670382993,5.613017197,5.862509409,4.888119031,5.522564242,5.23643881,0.036028038,2.923702807,0.5
AT5G05640,,250790_at,7.06100371,6.977479055,7.045021053,7.483224002,7.732599945,7.265167275,0.021889012,-3.36655055,-0.5
AT5G05660,NFXL2,250767_at,6.833153496,6.751086081,6.744594652,7.605774011,7.106630492,7.087886116,0.028042574,-3.140177111,-0.5
AT5G05670,,250768_at,7.562265248,7.59273347,7.614179339,7.989810955,7.729286069,7.841130141,NA,-2.333275474,-0.3
AT5G05680,NUP88,250769_at,6.452088846,6.437705858,6.475534251,6.304728551,6.195689875,6.196515425,NA,2.167568506,0.2
AT5G05690,CYP90A1,250752_at,9.967949153,9.871917443,9.92112803,11.35059841,11.20377626,11.10733709,0.000247014,-11.5389251,-1.3
AT5G05700,ATE1,250754_at,8.055624621,8.100645611,8.187590093,8.532983969,8.407540822,8.466843579,0.022428794,-3.343241442,-0.4
AT5G05710,,250748_at,6.950234019,7.086767581,6.780888041,8.704615732,7.988283428,7.947386722,0.002123559,-6.114328887,-1.3
AT5G05730,ASA1,250738_at,8.396187863,8.439994094,8.476905613,8.796228037,8.740475134,9.000546345,0.018054594,-3.551600329,-0.4
AT5G05740,EGY2,250739_at,9.501753545,9.465747713,9.416170818,8.298521572,8.820997701,8.733479466,0.003133007,5.563053932,0.8
AT5G05750,,250755_at,8.043014791,7.790576958,7.809094437,8.786516977,8.459343586,8.443555832,0.005134156,-4.91770198,-0.7
AT5G05760,SYP31,250740_at,5.762614059,5.726404715,5.148038577,6.494749398,6.020289876,6.141448539,0.021167761,-3.395467033,-0.7
AT5G05780,RPN8A,250749_at,10.18267807,10.15092729,10.19493935,10.30846592,9.882936461,10.18409521,NA,0.382493363,0.1
AT5G05790,,250741_at,6.431122522,6.803098345,6.164030352,5.440320287,6.017782999,6.476708542,0.14073028,1.83165361,0.5
AT5G05800,LIMYB,250742_at,6.98994209,6.942989729,6.941029442,7.931428351,7.208328641,7.441130114,0.027320285,-3.165398593,-0.6
AT5G05820,,250743_at,7.632745276,7.630248779,7.789019773,7.44452091,7.707060637,7.432943514,NA,1.26585212,0.2
AT5G05840,,250744_at,4.282875415,4.326783454,4.074859095,3.921163519,4.026436371,3.581394368,0.052177356,2.615214561,0.4
AT5G05850,PIRL1,250745_at,5.231888935,5.438004805,5.687661738,5.808646367,6.316821158,5.879650542,0.028434581,-3.12906878,-0.5
AT5G05860,UGT76C2,250753_at,8.348183942,8.002542902,8.051230059,7.868582286,7.57411725,8.107710036,0.162917138,1.717918254,0.3
AT5G05870,UGT76C1,250750_at,7.351381062,6.992236729,7.119612838,7.525989993,7.571053045,7.711081765,0.019934706,-3.456678312,-0.4
AT5G05880,UGT76C4,250746_at,5.738709158,5.404106652,5.867043179,6.921156878,6.952143095,6.651981823,0.000904605,-7.614045816,-1.2
AT5G05890,UGT76C5,250751_at,7.764288783,7.633127664,8.050013435,7.865907925,8.465892078,8.296164361,0.091564812,-2.166931368,-0.4
AT5G05900,UGT76C3,250747_at,4.858052094,4.556106651,4.55322705,4.705173048,5.019924359,5.668567983,0.107839261,-2.037854542,-0.5
AT5G05920,DHS,250706_at,6.941237198,6.991841289,6.941384507,6.551492254,6.73872849,6.709255182,NA,2.700904106,0.3
AT5G05930,ATGC1,250765_at,8.007926333,7.627157694,7.950326658,8.408911773,8.193269553,8.42369756,0.020299765,-3.439484733,-0.5
AT5G05940,ROPGEF5,250756_at,5.584767306,5.722601597,5.560549724,5.201862375,5.290183869,5.824936504,0.366689349,1.064969873,0.2
AT5G05960,,250764_at,8.192757379,8.469069377,8.263384599,5.933087109,6.927036907,6.603371603,0.000854297,7.738719297,1.8
AT5G05980,FPGS1,250757_at,8.124969616,8.032378199,8.056119436,8.368490633,7.598201249,7.82627155,0.528119829,0.739864539,0.1
AT5G05990,,250762_at,8.082775734,8.395915675,8.114392179,7.041362881,7.244549761,7.789303858,0.009207475,4.237020085,0.8
AT5G06000,EIF3G2,250758_at,7.110506936,7.410156947,7.128872849,6.437045709,6.604051283,6.723658667,0.006108037,4.698690893,0.6
AT5G06020,SPH27,250759_at,2.876109188,2.932476782,2.947809816,2.945973876,2.942856026,3.043431416,NA,-0.568569729,-0.1
AT5G06040,,250760_at,2.695415371,2.698021099,2.921485039,2.756247261,2.927297253,2.773920014,NA,-0.40056445,0
AT5G06050,,250761_at,7.986343112,8.046940179,7.910297474,7.717116045,7.596004573,7.893365762,NA,2.05516827,0.2
AT5G06060,,250763_at,9.150349003,9.142230117,9.043661715,8.80170622,8.860305146,8.974817877,NA,2.154512276,0.2
AT5G06070,RBE,250708_at,3.360804149,3.398007243,3.331445606,3.347523719,3.724781942,3.47168474,NA,-1.191970586,-0.2
AT5G06080,LBD33,250709_at,3.445516461,3.453311382,3.905323518,3.669789829,3.989316374,3.719083784,0.318008058,-1.185222402,-0.2
AT5G06100,MYB33,250710_at,4.74486181,4.808365288,4.826043035,5.272025276,4.946551751,5.360177671,0.033496777,-2.985410278,-0.4
AT5G06110,,250711_at,7.264482134,7.726526409,7.236645071,7.78447737,7.272443581,7.429935883,0.688505193,-0.471816112,-0.1
AT5G06120,,250712_at,7.894262601,7.890738296,7.771562026,7.879460764,7.56299103,7.847086446,NA,0.712000409,0.1
AT5G06130,ORLIKE,250713_at,9.459970018,9.565946844,9.277392636,8.65145146,8.749683384,9.238494822,0.025513518,3.226003532,0.6
AT5G06140,SNX1,250714_at,8.174351747,8.117824362,8.288399133,8.838133842,8.443848842,8.846960714,0.015975511,-3.66951884,-0.5
AT5G06160,ATO,250715_at,6.643827013,6.700760413,6.5981594,6.692202623,6.728461758,6.794196096,NA,-0.875569151,-0.1
AT5G06170,SUC9,250716_at,5.144227988,4.944591707,5.13105031,5.398998094,5.252148761,5.3121148,NA,-2.190521652,-0.2
AT5G06180,,250720_at,5.185858732,5.25770477,5.432411982,5.821093396,5.072300559,5.51141058,0.42682669,-0.933074347,-0.2
AT5G06190,,250722_at,4.762938631,4.918590764,4.748536227,4.975304823,5.743312861,5.276501047,0.043956238,-2.755153317,-0.5
AT5G06200,CASP4,250717_at,7.163370904,6.801460382,7.0240104,7.082539884,7.373211533,7.106817794,NA,-1.366653526,-0.2
AT5G06210,S-RBP11,250721_at,7.225134291,7.499830714,7.177699128,8.220801728,8.23592434,8.048795921,0.001433006,-6.73665237,-0.9
AT5G06240,emb2735,250718_at,6.582811565,6.576893677,6.46263365,7.237254452,7.260031268,7.124639801,0.001981429,-6.222471466,-0.7
AT5G06250,,250719_at,3.589601147,3.660662035,3.556666496,3.636588236,3.879115091,3.851916393,NA,-1.62571631,-0.2
AT5G06260,,250675_at,8.564911676,8.577029278,8.568210428,8.700038845,8.576831726,8.753815657,NA,-1.008855678,-0.1
AT5G06265,,250704_at,7.591513969,7.949849851,7.530385536,7.36529318,7.637516759,7.581399559,NA,1.104251449,0.2
AT5G06270,,250734_at,8.324102789,8.362934758,8.387958992,8.112250895,8.426609809,7.918070256,NA,1.427786586,0.2
AT5G06280,,250735_at,8.178528945,8.436471785,7.994012598,8.43234259,8.604987072,8.312632567,0.169968861,-1.68468904,-0.2
AT5G06290,2-Cys Prx B,250733_at,11.09376566,11.01793909,11.0818917,10.78316741,10.86900754,10.90115718,NA,2.059073703,0.2
AT5G06300,LOG7,250723_at,8.054167379,7.813394901,8.122063702,8.530879136,8.358792092,8.365750639,0.021937374,-3.364564321,-0.4
AT5G06320,NHL3,250676_at,8.972947635,8.214160701,8.535092844,9.860314096,10.15890585,10.95507889,0.002361758,-5.966217115,-1.8
AT5G06330,,250724_at,6.147550133,5.930861165,5.942908041,5.70898427,6.758662143,6.763530306,0.215992657,-1.49521893,-0.4
AT5G06340,NUDT27,250705_at,10.05455797,10.14864732,9.906873774,9.634191447,9.713278106,9.724489399,0.030326115,3.071637926,0.3
AT5G06360,,250703_at,9.684763111,9.880724797,9.52613115,9.532157809,9.324888489,9.357206288,0.083700504,2.238567478,0.3
AT5G06370,,250737_at,8.372145681,8.062078777,8.189533219,9.234268011,8.685792671,8.872031636,0.007655136,-4.432827449,-0.7
AT5G06400,,250725_at,3.851884806,3.752856944,3.793529757,3.396193393,3.522020068,3.702682234,NA,2.177927996,0.3
AT5G06410,,250726_at,6.038072568,6.277627447,5.843476041,6.485562996,6.147411356,6.560074162,0.092695833,-2.156698867,-0.3
AT5G06430,,250727_at,6.111410259,6.149301249,6.25659771,6.365152706,6.573707986,6.465356767,NA,-2.636587798,-0.3
AT5G06440,,250728_at,6.345160125,6.508019234,6.864822166,7.692968323,6.970855595,6.852928618,0.056636919,-2.549107302,-0.6
AT5G06460,UBA2,250729_at,8.698365647,8.78704371,8.654581421,8.260226733,7.970733421,8.263909718,0.007613583,4.441575033,0.5
AT5G06480,,250732_at,4.542136482,4.389871012,4.351876522,5.192547891,4.931785119,4.900633786,0.006482843,-4.627018129,-0.6
AT5G06490,ATL71,250730_at,3.251554051,3.51517113,3.398693791,3.45557705,3.353424465,3.311768649,NA,0.127538119,0
AT5G06500,AGL96,250731_at,4.036563915,3.773005041,3.787426246,3.694277085,3.74978775,3.853030587,NA,0.829549232,0.1
AT5G06510,NFYA10,250688_at,3.750865625,3.917560726,4.021838051,3.733053882,3.821529698,3.865433117,NA,0.770562311,0.1
AT5G06520,,250677_at,3.207225576,3.391889455,3.41794497,3.382010897,3.625441547,3.366911113,NA,-0.957481479,-0.1
AT5G06530,ABCG22,250690_at,7.433401375,7.243545874,6.86674025,8.140203594,6.774623776,6.505100865,0.92853473,0.106726484,0
AT5G06540,PCMP-H88,250678_at,3.924862135,4.005542085,3.703212681,3.570189696,3.667082679,3.896432378,NA,1.22595245,0.2
AT5G06550,,250679_at,7.51610519,7.773514572,7.772748801,6.490753881,6.471423956,6.802017228,0.000777865,7.952954457,1.1
AT5G06560,MYOB7,250692_at,8.23325103,7.92284046,8.118798789,8.976767511,8.435871579,8.772648648,0.012179598,-3.939969665,-0.6
AT5G06570,,250680_at,4.822637744,4.728143127,4.978927669,6.587044765,5.927864291,6.367841586,0.000684409,-8.247427368,-1.5
AT5G06580,DLD,250691_at,7.741078217,7.802192622,7.916605936,7.913503221,7.824253335,7.665557357,NA,0.160814196,0
AT5G06590,,250681_at,6.091991339,5.852501922,5.910690653,5.768896106,5.696486616,5.963233421,NA,1.140810587,0.1
AT5G06600,UBP12,250693_at,7.846523171,7.810318499,7.82961281,8.011126919,8.047741635,8.081979325,NA,-2.168287511,-0.2
AT5G06610,,250689_at,6.396680667,6.485013518,6.123476782,5.42071265,5.413377136,5.9623953,0.010205657,4.120362691,0.7
AT5G06630,,250682_x_at,7.187674801,6.924792933,7.64511529,6.218532384,7.180130413,6.598446011,0.085985151,2.21699683,0.6
AT5G06640,,250683_x_at,7.28792195,7.321231859,7.584822956,6.133804873,7.409856738,6.918361422,0.110914818,2.015271357,0.6
AT5G06650,GIS2,250684_at,3.708720618,3.863067093,3.8463318,4.157545166,4.210489793,4.35450407,0.013281989,-3.852439183,-0.4
AT5G06660,,250687_at,8.950257606,8.947506196,9.125519553,8.708818678,8.944107506,8.876865808,NA,1.391659034,0.2
AT5G06670,,250685_at,5.400696798,5.213621467,5.092071313,5.374518799,5.175908192,5.768974589,0.310306279,-1.205072386,-0.2
AT5G06680,GCP3,250686_at,6.449293911,6.517352814,6.649731353,6.281872526,6.657560008,6.844467229,NA,-0.353064573,-0.1
AT5G06690,WCRKC1,250649_at,9.465835515,9.310068241,9.398801337,10.18785761,10.67582507,10.53492729,0.001008924,-7.38148485,-1.1
AT5G06700,TBR,250645_at,8.627355172,8.390620104,8.639886021,9.417904342,9.429408974,9.372437501,0.000992644,-7.421245499,-0.9
AT5G06710,HAT14,250694_at,5.277705196,5.153821227,5.394992182,6.487146824,5.653240918,5.553947487,0.050120418,-2.647973608,-0.6
AT5G06720,PER53,250646_at,4.707364824,4.830754239,4.439376317,4.154731955,3.966506598,3.802290571,0.006261153,4.667502054,0.7
AT5G06730,PER54,250702_at,3.57921523,4.029340758,3.832691484,3.573865305,3.723911095,3.792318343,NA,0.82254743,0.1
AT5G06740,,250695_at,5.942967425,5.627792261,5.74814247,6.23036197,6.641462167,6.739526599,0.005911029,-4.742454147,-0.8
AT5G06750,,250644_at,7.485744756,7.518579108,7.384410923,7.442628302,6.988878943,7.077047153,0.103761438,2.067041328,0.3
AT5G06760,LEA46,250648_at,4.658440047,4.537040814,4.899298197,4.585602882,4.533981625,4.675160107,NA,0.784137755,0.1
AT5G06770,,250647_at,6.76445782,6.902176872,6.895283041,6.613578517,6.447832413,6.150914028,0.026491039,3.192965589,0.4
AT5G06780,,250643_at,6.438912872,6.511682867,6.48170881,7.214768042,6.757047626,6.370685031,0.206935407,-1.529790564,-0.3
AT5G06790,,250696_at,5.717144868,6.428693274,5.529630994,3.750559187,4.36931267,4.092327717,0.001052056,7.286718939,1.8
AT5G06800,,250697_at,5.805756895,5.768854488,5.665216268,5.929949209,5.49177676,5.748492262,NA,0.169802775,0
AT5G06811,,250698_at,6.318285988,6.634937208,6.502077727,5.784552707,6.106507412,5.738639954,0.009171269,4.241185281,0.6
AT5G06820,SRF2,250699_at,3.53235467,3.870243564,3.85374065,3.773870624,4.381869345,4.066898756,0.140899012,-1.830731721,-0.3
AT5G06830,,250700_at,6.150487483,6.139680966,6.207730859,6.317053941,6.057412247,6.619504714,0.356480732,-1.089226021,-0.2
AT5G06839,TGA10,250701_at,4.432871656,4.89821117,4.91421213,4.330659921,4.530783897,4.556492409,0.154771501,1.757905219,0.3
AT5G06850,FTIP1,250650_at,6.858161126,6.628527195,6.586457517,6.798154047,6.938524253,7.036391409,NA,-1.861126908,-0.2
AT5G06860,PGIP1,250670_at,8.634686856,8.528927634,8.659231124,9.419507211,8.947686595,9.037877043,0.016369631,-3.645994793,-0.5
AT5G06870,PGIP2,250669_at,7.473920578,7.309220666,7.497658323,8.397086607,8.495452277,8.363316025,0.000501982,-8.920370664,-1
AT5G06900,CYP93D1,250651_at,2.856272423,2.892908098,2.88182507,3.095322227,3.20851511,3.007374159,NA,-2.106569568,-0.2
AT5G06910,ATJ6,250672_at,6.870886553,6.787089627,6.90829141,6.532758629,6.546522892,6.841437295,NA,1.729827126,0.2
AT5G06920,FLA21,250652_at,3.860108447,3.924206014,4.141553879,3.84233792,3.914976097,4.040061397,NA,0.34895583,0
AT5G06930,,250653_at,6.913433908,6.672765819,7.130833045,8.5152578,7.562976455,7.805573662,0.008202541,-4.361084737,-1.1
AT5G06940,,250654_at,5.725419191,5.811740248,5.691710332,5.088538071,5.509827088,5.252293894,0.020347445,3.435759595,0.5
AT5G06950,TGA2,250671_at,6.862407139,6.866753977,6.953295574,7.010057436,6.86644968,6.814284085,NA,-0.025386798,0
AT5G06960,TGA5,250655_at,7.234753495,7.227977873,7.014494203,7.666488433,7.130550963,7.209190071,0.356043245,-1.090344595,-0.2
AT5G06970,PATROL1,250656_at,7.945275691,7.560800979,8.013358575,8.964665549,8.195389528,8.263377645,0.038920906,-2.85742471,-0.6
AT5G06980,,250665_at,5.676605157,4.894983802,6.085257539,10.17659198,8.178749822,6.89962755,0.011648909,-3.987128315,-2.9
AT5G07000,SOT14,250657_at,6.700448749,7.083724991,7.102453671,7.836243256,7.703544387,7.105916548,0.040456058,-2.82457699,-0.6
AT5G07010,SOT15,250662_at,5.490903617,4.763952011,5.377578143,7.581681716,6.69677024,6.595555978,0.002203106,-6.059363973,-1.7
AT5G07020,MPH1,250668_at,10.79781541,10.74344223,10.64292243,10.69914551,11.09677847,10.71900921,NA,-0.797784455,-0.1
AT5G07030,,250661_at,10.00974432,10.2312289,9.936237734,7.976863555,8.681451393,8.932124098,0.001582919,6.584584126,1.5
AT5G07040,ATL69,250658_at,4.638387798,4.808951592,4.56108188,5.110910226,5.503319602,5.39052423,0.005619797,-4.804460518,-0.7
AT5G07050,,250659_at,4.615903831,4.40556159,4.183993078,4.460658764,4.61716552,4.550860726,NA,-1.036786316,-0.1
AT5G07060,,250660_at,3.949500826,4.015580242,3.876654773,3.817479482,3.975848259,4.088190808,NA,-0.113366072,0
AT5G07070,CIPK2,250673_at,5.03798456,4.796478689,4.643671274,5.656623084,4.893908332,5.618773049,0.052420674,-2.611113485,-0.6
AT5G07080,,250664_at,6.722070212,6.654117349,6.736379602,7.754447734,7.573254057,7.478368552,0.000847643,-7.755744519,-0.9
AT5G07090,RPS4B,250667_at,10.91539614,11.26493009,11.14003169,10.59980577,10.40321773,10.52562413,0.006448846,4.63322273,0.6
AT5G07100,WRKY26,250666_at,3.826645472,4.035438875,4.263746872,5.718377446,4.276441741,5.297399472,0.025829204,-3.21505255,-1.1
AT5G07110,PRA1B6,250663_at,7.572637205,7.515757427,7.633725602,7.696084927,7.7962977,7.779232414,NA,-1.754218735,-0.2
AT5G07130,LAC13,250674_at,6.606392413,6.449799042,6.269715068,6.044576228,5.917092326,6.153890471,0.028996864,3.111482332,0.4
AT5G07150,,250640_at,3.543847448,3.407193006,3.548978951,3.472233515,3.44340735,3.480967008,NA,0.328903394,0
AT5G07160,,250641_at,3.296244772,2.925037052,3.221945583,3.189744396,3.2735853,3.473107681,NA,-1.172707863,-0.2
AT5G07180,ERL2,250642_at,6.446374555,6.542602758,6.443117919,6.487146824,5.739837648,6.012495578,0.092117787,2.161774433,0.4
AT5G07190,ATS3,250620_at,4.774241593,4.637159467,4.055137068,3.811996255,3.907103385,4.581363216,0.200635,1.553881199,0.4
AT5G07200,GA20OX3,250611_at,3.547715353,3.503574459,3.901736156,3.535466668,3.565413306,3.759455184,NA,0.217992365,0
AT5G07220,BAG3,250618_at,8.734096239,8.833564911,8.61185419,9.151617626,8.607097086,8.83152423,0.45270645,-0.880957757,-0.1
AT5G07230,A9,250619_at,3.589905646,3.443545113,3.552680365,3.764018476,3.930652098,3.692315098,NA,-2.318348562,-0.3
AT5G07240,IQD24,250613_at,8.267735764,8.586877105,7.967301706,7.810092894,7.779486378,8.077856495,0.085508633,2.221639128,0.4
AT5G07250,RBL3,250621_at,8.289100778,8.272327111,8.219438337,8.950738303,8.789127761,8.696555273,0.005281528,-4.879795513,-0.6
AT5G07260,,250614_at,3.135454618,3.00305348,3.110433969,3.333288158,3.199594796,3.515439143,NA,-2.19103252,-0.3
AT5G07270,XBAT33,250615_at,7.243426378,7.305543655,7.490399656,7.628677161,7.40941642,7.423589243,NA,-1.148164762,-0.1
AT5G07280,EMS1,250616_at,6.224453885,5.917681868,6.216021687,6.402126861,5.861653547,6.16304294,0.906465116,-0.139602153,0
AT5G07290,ML4,250617_at,7.212183824,7.001335006,7.413879969,7.347469387,6.944182873,7.005480589,NA,0.702311336,0.1
AT5G07300,BON2,250581_at,8.189627271,8.252870208,8.33781476,8.724988673,8.388577966,8.555859972,NA,-2.3880236,-0.3
AT5G07310,ERF115,250622_at,3.130612809,3.045389932,3.057557697,3.283014829,3.277948344,3.464001087,NA,-2.40320516,-0.3
AT5G07320,,250623_at,7.954457647,8.018421438,8.037058012,7.129833425,7.060019988,7.578898779,0.005178167,4.908871394,0.7
AT5G07330,,250624_at,4.306991599,4.660170577,4.23065926,4.763054309,4.533689727,4.259752456,0.548200337,-0.703684536,-0.1
AT5G07340,,250625_at,7.076693035,7.085626686,7.311712367,6.731864811,6.681253784,6.867304301,0.022792823,3.329083255,0.4
AT5G07350,Tudor1,250626_at,9.374789089,9.22280679,9.300796661,9.083210707,8.99985279,9.126550067,NA,2.142198579,0.2
AT5G07360,,250627_at,7.180834151,7.05708585,7.055849239,7.502797364,7.061879149,7.290402878,NA,-1.369239383,-0.2
AT5G07370,IPK2A,250607_at,9.372517557,9.454638103,9.447643968,8.943767206,8.99253053,9.079122522,0.011393478,4.00792582,0.4
AT5G07380,,250628_at,3.54821068,3.345600882,3.688494705,3.710070291,3.74321484,3.638491046,NA,-1.377470965,-0.2
AT5G07390,RBOHA,250629_at,4.863944238,4.581086128,4.775250485,4.774987377,5.033603033,4.903987302,NA,-1.296112457,-0.2
AT5G07400,,250630_at,4.98396193,5.063718038,5.391720405,5.11021033,4.849871318,4.611622573,0.158814164,1.737759702,0.3
AT5G07420,PME49,250608_at,3.137848071,2.949492284,3.405835049,3.370562609,3.337796759,3.422609593,NA,-1.551460475,-0.2
AT5G07430,PME50,250631_at,3.659846242,3.666773982,3.768115456,3.520566508,3.53870018,3.591625597,NA,1.431185947,0.1
AT5G07440,GDH2,250580_at,10.06261788,9.745974308,10.08671129,12.14028636,11.36572706,11.52535775,0.000685388,-8.237928366,-1.7
AT5G07450,CYCU4-2,250632_at,4.178884203,3.94937094,4.331856236,3.993883772,4.363995854,4.273134497,NA,-0.383822492,-0.1
AT5G07460,MRSA2,250633_at,7.620620328,7.867123581,6.988747106,5.996906232,7.082609685,7.13956159,0.082052537,2.2542438,0.8
AT5G07470,MSRA3,250609_at,8.36518931,8.584413905,8.286510463,8.85569894,8.700357853,8.423182216,0.170066317,-1.684226547,-0.2
AT5G07480,KUOX1,250634_at,3.933023381,3.656009131,3.746898275,3.878903111,4.005111874,3.683471975,NA,-0.584619621,-0.1
AT5G07500,TZF6,250583_at,3.898469797,3.746129905,3.792405713,3.935541115,3.868932813,3.933650305,NA,-0.952867142,-0.1
AT5G07510,GRP14,250635_at,3.625702225,3.557189554,3.563118266,3.602255553,3.704830599,3.881847768,NA,-1.276627918,-0.1
AT5G07520,GRP18,250636_at,3.495846414,3.196132394,3.417824144,3.26838748,3.30630913,3.399061508,NA,0.375783835,0
AT5G07530,GRP17,250637_at,4.08214004,3.741667252,4.036128002,4.132216238,4.140190172,4.338152257,NA,-1.881628499,-0.3
AT5G07540,GRP16,250638_at,3.717015746,3.805438368,3.941974792,4.00030202,3.956910432,3.829496228,NA,-0.933017851,-0.1
AT5G07550,GRP19,250610_at,3.01311371,3.137527066,3.119067167,3.144151985,3.498995331,3.424245074,NA,-2.080552488,-0.3
AT5G07560,GRP20,250639_at,3.989189873,3.835510838,3.894691522,3.98687138,4.301338789,4.277636306,NA,-2.239727238,-0.3
AT5G07570,,250605_at,3.25175414,3.630728305,3.670639245,3.655187163,3.875973553,3.781720456,0.153707372,-1.763261903,-0.3
AT5G07580,ERF106,250582_at,8.50293082,8.191346328,8.338208065,8.436924964,8.956422292,8.987421192,0.052138819,-2.616074213,-0.4
AT5G07590,,250584_at,7.308153256,7.298688003,7.295164064,7.440411556,7.563248359,7.635069415,NA,-2.294385594,-0.2
AT5G07620,,250585_at,5.387324909,4.910353364,5.517289227,4.752611672,5.08027904,4.830762336,0.091688312,2.165994495,0.4
AT5G07630,,250586_at,6.569181004,6.435826491,6.814485465,6.987042769,7.007261932,7.003382062,0.028983896,-3.112201065,-0.4
AT5G07640,,250587_at,3.828242788,3.779402654,3.748615249,3.897045954,3.703802781,3.675767077,NA,0.2374221,0
AT5G07660,SMC6A,250588_at,4.258950497,4.314241999,4.172726031,3.792823092,4.245888336,4.003845769,NA,1.695756847,0.2
AT5G07680,NAC079,250597_at,5.579683371,5.412401087,5.49722293,4.513227147,4.360887657,4.464360377,0.000406476,9.588220939,1.1
AT5G07690,MYB29,250598_at,6.441898026,7.451007384,6.239058825,4.308064989,4.032184779,4.264388223,0.000549434,8.735362942,2.5
AT5G07700,MYB76,250589_at,4.786393983,5.156011779,4.47942588,4.207672588,4.790622981,4.364016759,0.168575816,1.691730976,0.4
AT5G07710,NEN1,250590_at,6.536205773,6.774427419,6.498095342,6.909158613,6.859554758,6.721373974,NA,-1.849063576,-0.2
AT5G07720,XXT3,250591_at,5.637734396,5.600797554,5.595882166,5.48734183,4.869967987,5.166446304,0.045172805,2.732283479,0.4
AT5G07730,,250599_at,5.992336322,5.758740293,6.064672894,5.914931882,6.227324579,6.293497262,NA,-1.434786611,-0.2
AT5G07740,,250592_at,6.565523478,6.572012162,6.420031063,6.449849602,6.862302581,6.742584306,NA,-1.220140749,-0.2
AT5G07760,,250594_at,3.183978273,3.060744341,3.312060617,3.464514676,3.480853923,3.520134106,NA,-2.70039823,-0.3
